"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Avatar","grantss","19 April 2014","3D graphics, 1D story. Great special effects, but that is about it. The story is basic, cheesy and predictable, like it was meant for kids (and it probably was). The greeny/anti-capitalism/anti-imperialism themes are laid on so thick you can't help but support the ""bad"" guys.Characters are hardly developed at all, so you have very little empathy for them. And to top it all off, the movie goes on for 160 minutes! Once the novelty of the great CGI has worn off, it quickly starts to drift and gets boring. James Cameron could have left it at about 100 minutes, and not missed anything. There are several scenes that add nothing to the movie, except for Cameron to gratuitously show off his CGI prowess, again. Surely one of the most over-rated movies of all time.","
            1/10
            "
"Avatar","Kevin_turner_5","8 January 2010","The truth is the bad reviewers of this film, on IMDb, try to pin Avatar to some other movie saying it isn't original. Well I ask, if it isn't original then why cant you place it on one movie. The truth is the Movie Avatar is a mixture of Aliens, Terminator, Titanic, Ferngully(its not a bad thing) and Pocahontas. Not Dances with wolves(beyond boring movie) like so many people have said.Avatar doesn't gross 300 million Dollars in one weekend and then another 300 million the next because its an ""ok film"" its a master piece and James Cameron knows it.I only had one gripe with one character the mining operation leader.10/10 Its a movie you shouldn't miss.","
            10/10
            "
"Avatar","ToddWebb","18 December 2009","When you stop caring, or even noticing, the CGI, you know you're watching a good movie.I generally hate CGI, especially in large doses. It's disheartening for me to watch a big screen knowing that every little detail is there because someone thought to draw it. Nothing accidental, nothing by chance, or dropped in by human quirk. But Avatar made me not care. And that's really saying something.I fell in love with the scenery! This movie was simply beautiful to look at.The story was 100% predictable. You know what the protagonist is going to do, every step of the way, and sometimes you have to wait a while for it. But who cares? It was great. When it ended, I don't know where 2-1/2+ hours went! I honestly didn't want it to end. I didn't want to leave that world.This is what the big screen is made for!","
            10/10
            "
"Avatar","socrates99","20 December 2009","My first thought was, the 3-D isn't as good as I was led to believe, but then something straightened out. I'm not sure whether it was my brain or the screen, but either way the problem cleared up fairly quickly. (Though pretty entertaining I don't think the movie is going to suffer much from begin watched in 2-D.) My second thought was, everyone who fancies himself a little above average or more in intelligence should be forced to watch this film. If you're right, you will come away convinced you've been touched by the work of someone far more intelligent than you. If you don't feel that way, you're initial assumption was clearly wrong.This film is not miraculous in an off-putting sort of way. It is geared to reach the average American mind. The thing is, I remember having similar sentiments as this film, years ago, and I would have bet anything that getting ordinary Joes to sympathize with its point of view was an exercise in sheer futility. That to me is the real mark of genius in this film, that James Cameron was able to make it so that no one is likely to escape being confronted with its message, though whether they believe it or not, I can't say. The whole of my own belief about this country's foreign policy to date is stated fairly simply in a very few words. It begins with: ""We want something someone else has..."" There's no doubt in my mind many won't care, but this film will stir the optimism of the rest of us about there being sufficient numbers of those who do care to make a difference.Everyone in this film does an exemplary job. There's a slight skip of a beat in the middle but, if it hadn't been there, I might very well have stumbled out of the theater totally disoriented, unable to snap back into my humdrum life.What a stunning accomplishment!","
            10/10
            "
"Avatar","The_Amazing_Spy_Rises","18 December 2009","The ground shook, and the crowd cheered. They wept. They gasped. They laughed. And finally, they applauded. What they experienced was something only a master can make, an adventure so spellbinding, so memorable, and so exhilarating that it's worth holding your bladder for almost 3 hours to sit through. It's worth tearing up behind 3D glasses. It's worth admitting that to your friends later. Finally, it's worth telling people that you saw this movie. I'm lucky to say I was a part of that group.Can anyone possibly set the bar higher than James Cameron? I think the only one who can set the bar higher is Cameron himself. He described it as his masterpiece, and that it is. Make no mistake: when seeing Avatar, know that you're witnessing cinematic history. Something directors like Peter Jackson only flirted with, Cameron mastered. Not only is Cameron's creation of a character astounding, but what truly sets Cameron apart from the rest is his ability to create a whole new world, where you can escape to, learn from, and bond to. At first, you'll be asking a lot of questions. ""Who's he?"", ""What was that?!"", ""Is that real, or CGI?"". But soon after...I can't say at what point, because I imagine it being different for each viewer, you'll become immersed in Cameron's beautiful Pandora, as he opens the box and reveals a beautiful new world to us as viewers.There are two kinds of Visual Effects, in my opinion. The first kind is the ""Transformers"" kind. These effects are the kind that wow you with their showy exterior, but are just there for entertainment. The second kind is the kind that enhances the background, works within a setting, and improves the overall viewing experience. Cameron did it with Aliens. He did it with Terminator 2. He did it for Titanic. And now he's done it again. At this point, he's just showing off. Cameron's incredible immersion into the world of Pandora is what makes it work. Without it, this is just some other alien movie. Cameron's impeccable attention to detail, such as whenever our characters are roaming through a forest, or flying on a winged beast...this is what gives the movie its life, its energy...which is what the entire theme and point of the movie is. Life is connected through us all, and Cameron's incredible work will bond every viewer through their love of movies and the very escapism Cameron provides.You'll notice that I've spared you a plot description. I believe this movie is best viewed with little or no knowledge. It helps with the immersion. Don't watch a trailer. Don't read a synopsis. I will say, however, that the true stars of the film are Zoe Saldana and Stephen Lang, who will undoubtedly go down as two actors who played their classic-in-the-making characters to perfection. Yeah, the screenplay is not a truly original product, and the film does play out in a semi-formulaic fashion...but this doesn't matter. It's the experience of Avatar that will move you, by what you're seeing, what you're hearing...and what you're experiencing. A beautiful score makes this seamlessly edited film flow even better, while the colors of the movie, so bright and vibrant, assure the viewer that they're about to have the most unique movie-going experience of their lives.I can't really recommend an experience like this more than I already have. I was on another planet for almost 3 hours. This is truly a movie to experience, a movie that makes us glad that we live in these times. It's the best motion picture of 2009, and one of the most revolutionary, immersing, and incredible movies ever made. I can say this without a doubt. Do not miss this.","
            10/10
            "
"Avatar","jturnbull-398-395794","27 June 2012","I saw (Avatar) with my daughter a few years ago (who was 16 at the time) and was so underwhelmed I think I fell asleep. But I concluded it was a politically correct kiddy flick for high school girls with not a lot of science learning or life experience. No problem there. I put it in a similar class as Shrek but at least Shrek had enough nuances to keep an adult interested. I found Avatar to be an appalling plagiarisation of other movies and themes that were wrapped up in enhanced 3D and CGI. My daughter enjoyed it and may even think Unobtainium is a real substance.I promptly forgot Avatar until I watched Prometheus the other day and was appalled by its quality. It is not as bad as Avatar but I learned that Ridley Scott is re-making Bladerunner. Given the James Cameron/Scott connection with the Alien franchise I checked on Avatar and find it has an approval rating of 8! How can that be? I thought I had forgotten Avatar until I saw Prometheus, now I am seriously afraid. Are we going to be dictated to in terms of our cinema viewing by uneducated, vacuous, titillated audiences who would not have a clue about history, science, reality, plot and character, and intelligent entertainment? God help us. Avatar sucks as does Prometheus, and I am a huge Alien/Bladerunner/Gladiator fan. What next; the Kardashians find a cure for cancer? Unleash Hell!","
            10/10
            "
"Avatar","inkblot11","22 December 2009","In the future, humans have traveled to the far reaches of the universe. On a planet called Pandora, a very important new element was discovered, one that is very valuable. But, wouldn't you know, the natives on the planet live in the forest, where most of the element is located, underground. It is the human intention to ""displace"" the natives out of their woods and get to the mineral. For years, the Americans have occupied an outpost on the planet and have tried peaceful methods to reason with the aliens. The top scientist, Grace (Sigourney Weaver) learned their language and opened a ""school"" to teach the native children English and the ways of the human. But, the Pandoran population truly wants none of it, for they rightly feel that their world will be destroyed. Although they have only bows and arrows, with a killing poison attached, they are very fierce. As a last resort, the Marines are trying a program of elaborate ""robots"", where an earthling goes into a sort of capsule and sleeps while his ""soul"" inhabits a native body. It is their hope that learning the ways of the natives will make them easier to ""conquer"" and move. Now, a wheelchair-bound Marine named Jake Scully (Sam Worthington) gets a new, Pandoran body and goes with Grace and a few others on a mission. But, due to some fierce dinosaur-like creatures, Jake becomes separated from the others and is left in the forest at night. Grace believes he will surely die. He would have, too, for a powerful female warrior, Neytiri (Zoe Saldana) was set to shoot him. But, some seeds from their ""tree of life"" cover Jake and Neytiri sees it as an omen. She takes Jake back to her village where he is eventually accepted as a tribesman. He learns to ride the native ""horses"" and ""dragons"". He and Neytiri also fall in love. But, during the night, Jake ""reports"" back to the Marines when his native body is asleep. The marine commander believes he is gathering information to defeat the primitive folk. As one might guess, Jake soon realizes his new people are very worthy and should not be destroyed or moved, for their life is ""connected"" deeply to the forest, their home. What will Jake do to save Neytiri and his new brothers and sisters? This is an amazing film, a stunningly visual panorama that has to be seen to be believed. The planet of Pandora is a forest like no other, with plants that ""glow"" and creatures that resemble dinosaurs, wolves, and dragons. The natives, too, resemble the American Indian and other earthly tribes, such as the residents of the Amazon rain forests. Most importantly, they are ""attached"" to their planet as the Native Americans were to the earth. When they kill an animal for food, they utter prayers to the animal for giving his life so that they might be sustained. They consider the destruction of any plant a blow to their own bodies. Thus, in many respects, the movie is a gigantic homage to the American Indian and their way of life. Wes Studi, who was the ultra frightening Native American in The Last of the Mohicans, even plays the Pandoran leader. But, enough of this. The actors, including Worthington, Weaver, Saldana, Ribisi, Stephen Lang and all of the rest do a fine job. The dialogue and story are, perhaps, not totally original but quite, quite adequate. However, even all these take a back seat to the incredibly imaginative scope of the film's setting, a new world far away. It is the grand scale of the forested planet that will take a viewer's breath away. In short, dear film fan, see it. Absolutely, if you can go to only ONE film this year or next, make it AVATAR. It is truly a jaw-dropping work that will overwhelm most anyone with its visionary beauty.","
            9/10
            "
"Avatar","www-jats","19 January 2010","The King of the World has returned! Mr. James Cameron's youngest ""Avatar"" is a mind-blowing adventure and the most impressive and intricate work of art, I've ever seen.When his twin brother is killed, disabled ex-Marine Jake Sully (Sam Worthington) is recruited to aid a mining expedition on the distant jungle moon of Pandora as only his DNA will bond with the alien hybrid body, known as an Avatar, that allows humans to breathe the toxic air. With orders to infiltrate the Na'vi, Jake finds himself falling in love with native girl, Neytiri (Zoe Saldana).""Avatar'"" was created twelve years ago by Cameron, but was ahead of its time. Cameron had to shelve the project and wait for technology to catch up to the script he had written. In 2005 Cameron thought he was close enough to push the technology to tell the story he always wanted to tell and went back to work. It cost Jim blood, sweat and tears and of course a lot of money, but the result is just fascinating, mesmerizing. Money well spent.I am really happy that the movie turned out great. Not just for Jim's sake or because it had been a while since I'd seen a really good movie, but because of all the ""Avatar"" haters out there. All of those people who were trashing the movie before even watching it. They didn't give the movie a chance and let everyone believe that the movie was going to be really bad.Well, they were all wrong and I hope they are honest enough to admit that. OK, maybe the love story wasn't really original, but it worked. However, if the story doesn't work for you, everything else will make up for it. When you watch the movie in 3D it becomes a transcendent and amazing experience that's the closest you will ever come to setting foot on a strange new world. The length of the movie is 2 hours and 41 minutes, but it looked a lot shorter. I wanted more. I just didn't want it to stop. It was that good.I advise them and everyone to give the movie a chance and watch it the way it was mend to be watched, in 3D. You won't regret it! Oh yeah, I almost forgot. When you're watching the movie, it's completely normal to be attracted to Neytiri  Right? Heck even Jim says he's attracted to the Na'vi creatures!","
            10/10
            "
"Avatar","AgentKaren","8 February 2022","I LOVE AVATAR! The concept is beautifully creative and very original. I love the world of Pandora and the creatures of Na'vi, it tells an amazing story with likeable characters and I love the battles and the ending is very amazing.Fantastic movie (100)","
            10/10
            "
"Avatar","TomCruiseFan99","30 December 2009","After Titanic in 1997, many wondered how James Cameron would ever try to top that spectacle. Well, its taken 12 years, but he most certainly has, and then some.The basic plot is certainly nothing that hasn't been done before, but so what, almost any movie has a plot that's a retread of another plot before it. But what really sets this movie apart from anything I've ever seen is the amazing visuals.Seen in 3-D, the astounding special effects seem even more visceral. The hanging mountains, the mysterious and abundant creatures (some truly nasty animals that were conjured up from imagination) and even the indigenous Na'Vi tribe... all marvels of CGI.The movie is almost 3 hours long, but it's so exciting and action-packed and a delight on the senses that it's never noticeable. The acting was more than adequate, with Sigourney Weaver, Zoe Saldanha and Stephen Lang probably the standouts.The final battle scene is exciting and a sight to behold. And James Cameron has once again proved himself to be the ""King Of The World""!","
            10/10
            "
"Avatar","VetteRanger","3 January 2010","The only reason I gave this movie a 10 is that IMDb hasn't implemented 15's as a score yet. It is simply incredible.There are a few naysayers who have complained about the plot of the movie. My only explanation is that they are just too stupid to appreciate what they just saw. The plot has everything you could ask for, and is very different from anything you've ever seen in a major motion picture. This movie could play without the soundtrack and the story would still be compelling.However, the home run hit by this movie is unquestionably the special effects. Again, maybe some kids that have grown up in the 'great special effects generation' aren't able to to really watch what is going on and truly appreciate the achievement. In the car driving home, I commented that I was surprised I was actually getting us home ... the entire time images from the movie were still racing thru my head. This movie is just truly a feast in every way. From the opening shot to the last the visuals are the most incredible I've ever seen in any media. To hearken back to the famous ""Superman"" advertising ... You WILL believe a 10 foot alien man can fly on a wyvern-like alien beast!""It all looks real, from the stunning alien world to the action scenes to the acting on the faces of the aliens.Don't try to analyze this movie. Just go to see it, sit back, relax (when you can), and be amazed at this stunning achievement!I highly recommend seeing this movie in IMAX 3D. Once it is out of the theaters, it may be a long time before you will see anything like this again, and you will NEVER again see this movie like the experience you will have in the theater. Many movies are as good (or better) at home on Blu-ray. That will not be the case with this film.","
            8/10
            "
"Avatar","tedg","21 December 2009","This comment is on the IMAX 3d version.There aren't many stories, are there? There are not many good storytellers either. Nor, it turns out, many filmmakers who can make even moderately big movies with a single governing imagination. That is the first quality I will report of this: that a single mind governed the creation and dynamics of this world and how we see it. The second quality is the experience of realism in the artificial faces. Both of those are reported by others well enough.What really impressed me was how deeply the philosophy of WETA has penetrated grand film-making. They did the world. Now, the world by itself would be remarkable. But Cameron clearly wanted the dimensionality of ""King Kong"" writ large. The thing is dimensional. The camera is placed in positions that no physical camera could; it moves in ways that are distinctly alien in the alien sections of the movie; the sequence of surrounding shots in a scene, particularly an action scene, is more than double what you normally would get and surrounds. The way it surrounds is taken from what WETA did with ""Van Helsing:"" the movements are those you see in the flight movements of the flying dragons. So they are of the movie and in the thing as well.There is, therefore, a distinctly Australia-New Zealand flavor to this. That isn't the only nontraditional self-referential bit. Cameron loves these. We have the filmmaker to the film as the same as the otherworld immersion set up and controlled by Weaver's character. And indeed she reports that she modeled her character on Cameron. The bit about the forest as a neuronal net is not entirely unlike what visionaries in the computer graphics world talk about having in the future.A significantly unsettling element is the weaponry. Somebody boot ILM out of the game. It is really likely that a future that can master space travel and DNA remoting is likely to rely on Viet Nam era things-that-shoot? The only reason they are there is so that for the final battle we can have traditional cinematic shootouts overlain on our by then well established dimensional reality. And gosh, have we had enough already of the enhancer suits? Though I cheered and cried with the crowd, I wish I could have left feeling that love story was unpolluted by the ordinary. One thing that I will predict. I trace the use of orreries and global machines in films, because it affects the vocabulary we can use in how we grow the cosmologies behind noir. Here we have the trees. One is huge and helical, a home to a population. It is downed like the World Trade towers by a guy out of central casting that in other theaters we are cheering because he is blowing up terrorists. Here he says he is fighting terror preemptively with terror.The second tree — the tree of souls — is not rendered well visually. But the idea is an amazing advance in film scriptology. It moved me as the guiding principle behind the inevitable love. That it collected the soul of Cameron's avatar was a bit delicious. Ted's Evaluation -- 3 of 3: Worth watching.","
            10/10
            "
"Avatar","planktonrules","21 November 2010","As of today, there are 2675 reviews for ""Avatar""--many of them excellent and by reviewers I respect and enjoy. Because this film has been reviewed so many times and I am so late in seeing it, I will make review VERY quick, as there isn't a whole lot more I can say that hasn't already been said.Although I have almost 10000 reviews to my credit (making me a real nut-case!), I rarely ever see blockbuster films. Heck, I've never seen ""Jurassic Park"" and I mostly only go to theaters to see movies my daughters want to see or the Oscar-nominated shorts that are shown each winter. So the fact that I never saw ""Avatar"" in the theaters isn't very surprising. Any why, then, did I see the film? Well, Netflix (or more likely the Post Office) made a mistake!! I was supposed to watch an Ealing Studios comedy (just the sort of thing a film snob would adore) but the package was ripped open--and ""Avatar"" was inside! While I should have seen it in 3-D on a huge screen, I fortunately at least saw it on a 58"" TV---the best I could hope for instead of the theater. In fact, I would say that if you only have a small TV, don't even bother as the graphics are the big reason to see the film--not the story. Additionally, James Cameron achieved something never achieved before (and hopefully which can now be achieved again thanks to CGI)--he's made sci-fi no longer the realm of humans or human-like beings. So much of the world in this film is 100% alien--something common in books but NEVER on TV or in films. Because of these factors, the film MUST be seen--even if the story, unfortunately, is a bit simplistic with its 'people are stupid and lack TRUE insight' plot. I would have liked the aliens teaching the humans much (like they did in the film) but less of the 'noble savage' idea that people have nothing to offer in exchange. While I do agree people are sometimes stupid, it just seemed a bit too black & white in its thinking and, as a result, lacks depth when it comes to the otherwise fascinating story. For example, the boss-man in charge of the operation comes off as a walking stereotype--like G.I. Joe on steroids and not a real person.Excellent...but flawed. Next time (and the director has announced there will be at least two follow-up films), I sure hope they spend some more of the one hundred bazillion dollar budget on better writing--as the characters were too often one-dimensional and the macho fight at the end just seemed...well...stupid and clichéd. More well-rounded and real and I would have given this film a 10--perhaps the next ones will earn this distinction.","
            10/10
            "
"Avatar","themusgrat","20 December 2009","First, I'd like to say that you should be reading all these comments and reviews later, not before. Right now you should be seeing the movie, and you will not regret it, I promise. This isn't meant to be a review as such, instead it is a response to the very few people that mistakenly mark Avatar as having a cliché and dense storyline.I think one of the main reasons why we feel Cameron should have done a better job with the storyline is that he wrote this like 10 years ago, am I not right? I guess he just figured he'd use the storyline from back then, but in the meantime, there's been dozens, maybe hundreds of movies all using a storyline much like this one, because after all, it's what sells movies. I still don't consider this storyline ""bad"" though, because while it may have been done and said many times, this is the best iteration of it I've ever seen, and I expect that had this movie come out in 2001, I wouldn't even notice; I'd just call it epic all around.Besides, you can't try to compare this movie to some super realistic one, everything in it is drawing you into something very different from the reality that we live in. The GI Joe-like badass Marine dudes, their toy-like hovercraft and mechs, the blue furries, the overthetop lines, the overdone emotions that nobody in real life would have, the glow in the dark plants, the 6 legged creatures, the 3D..... All of these elements have been done over and over, but where this differs is that Cameron combines them all into something that just works. The people that are nitpicking on them aren't really nitpicking on the Avatar movie, because everything here is done splendidly. They're unknowingly picking on all the movies that did these things, but badly, and ruined us of these things forever.There's nothing wrong with naming something ""unobtanium,"" or having a GI Joe for your nemesis character, or having a 10 foot tall super hot humanoid-with-a-tail character, or a Pocahontas storyline; it's just that when we see those, we jump on all the failures related to them, and then somehow we think it was Avatar's fault.Anyways, enough justification, just go see it.","
            1/10
            "
"Avatar","masonsaul","26 April 2020","Avatar is a stunning sci-fi adventure, that's beautiful, emotional and truly breathtaking. Sam Worthington and Zoë Saldana are both incredible. Michelle Rodriguez and Sigourney Weaver are great and Stephen Lang is a perfect villain. James Cameron's direction is also incredible and the film is consistently stunning and visually inventive. The pacing is excellent and the CG is flawless and still holds up. The music by James Horner is amazing.","
            10/10
            "
"Avatar","jjack929","18 December 2009","It was hard to believe that two hours and forty minutes had passed by the time this movie ended. This movie takes off right from the get-go, grabs a hold of you and drags you on a spectacular ride that leaves you breathless by the end. You've probably seen a few people say ""it's Dances With Wolves on an alien planet,"" or ""the storyline is too archetypal/predictable,"" but those don't scratch the surface. There's so much going on in this movie, and even the shortest of scenes can carry so much weight if you're paying honest attention to it.One of my biggest concerns going into this movie was that there would be 45 minutes or more of buildup before you really reached paydirt. There wasn't, and I don't know what it was about the trailers that made me think otherwise. You barely get 10-15 minutes of introduction to the characters before Jake is logged into his Avatar and testing it out. Like you could see in the trailer, he's simply thrilled to have working legs under him again, and Cameron did an absolutely phenomenal job of capturing what might have been a minor fact were this anyone else's film. Just the look on Jake's avatar's face when he starts wiggling his toes is brilliant.Nothing about this movie is simple; even when a scene appears to have little importance, the way Cameron has brought them all together makes each only a piece of what turns into a beautiful puzzle. The death and burial of an old Na'vi woman whose name is never revealed lasts all of maybe 8-10 seconds, and yet Sam Worthington's voice-over during the part makes it have such a huge impact. It's like the first time you see the creature in Alien: it's only 6 frames but it sticks with you throughout the movie and beyond. And that's the point here: people are going to talk about the visuals and your first instinct will be to think they mean the CGI, but that's not the case. The visuals are stunning in every way imaginable; each small scene is important, every facet of Na'vi life that is shown carries some weight - particularly to Jake - and the amount of work put into their tails, ears, eyes, and the motion-capture used for their facial expressions was worth every penny.The CGI is beyond phenomenal, and what Cameron has done here is kill any excuse by future movie-makers for having shoddy CGI. It's seamless, and it's hard to tell where live action ends and CGI begins much of the time - in fact, you won't even realize you're going from one to the other even when you go from the Na'vi to the humans and back. Even in those scenes where you have both humans and Na'vi on the screen together or even touching, it's clean and beautiful and only multiplies the effect. I was fortunate to see this movie at the IMAX-3D theatre, and it was worth the extra money: all that talk about birds and insects and whatnot flying through scenes wasn't just talk - it's incredible to behold.This movie may require the more faint of heart to bring a box of tissues with them. This is not the type of movie where someone dies and the main and supporting characters just go all crazy with rage and become ten times more fierce. Again Cameron has captured the grief surrounding the deaths of friends and loved ones with a deep intensity that is, at times, crushing (some of the scenes still bring tears to my eyes twelve hours later, and I don't cry at movies). Referring back to the scene I mentioned earlier with the burial of the Na'vi woman - it's very intense, powerful stuff, especially considering that the scene is seconds long and she's never named; if you're not getting an emotional jolt out of this movie then you're truly missing out on half of its power.On the way out of the theatre there were a few people complaining that it was predictable, even though they really liked it; the ultimate point is that Cameron has told a beautiful story, and despite the times when you go ""Oh, I know what he's going to do now,"" it's very easy to become attached to the characters, and care what happens to them. When people die, it hurts; Cameron has established all of the major characters to a point where you don't look at them and think ""This guy's cannon fodder."" All of them are integral to the story, and even during the epic battle toward the end of the movie, it's hard not to be moved by the casualties of even nameless Na'vi.Cameron is very proud of this movie and he should be; considering his history of Aliens, Terminator, Terminator2, and Titanic, it's hard to just look at something like this and say it's his best - but I truly feel this is. As much as I loved Aliens (formerly my favorite movie of all time), it did not move me the way Avatar did. I doubt any other movie ever will. DO NOT wait to see this on DVD or Blue-Ray; get to the theatre and watch this jewel of cinematography. If you can, see it on the IMAX-3D screen. You won't regret it, and I guarantee that.To parents wondering how children might handle this, the PG-13 rating is mostly due to language and the violence of the epic battle. There's no sex in the movie, though it is mentioned and there is a sort of fade-to-black that's confirmed later on. Last but not least, you do see Na'vi breasts from time to time but it's done tastefully, rarely, and in such a way that it's not throwing it in your face - if you're not looking at the right part of the screen you likely won't even notice.","
            10/10
            "
"Avatar","arnieiam","21 December 2009","Its basically the visuals. I could see why this film took 12 years to make. The plot is relatively simple. Its like the good conquistador and the natives just before the rest of the Spanish arrive and rape, pillage, plunder, except the natives are blue not brown and the Spanish are Earthlings. The visual effects are crazy son! Its an entirely lifelike world created in a desktop. There's a detailed explanation to every fictitious wildlife. However watching this you realize that the imagination is only limited to whatever we see. Everything in the film comes from something we have seen before. Native tribes, tigers, rhinos, lemurs, horses, wolves and giant birds. 12 years of work went into it so the hype didn't fail. One thing. This movie is called Avatar, a word from Hindu mythology, did it have anything to do with it? Possibly, because there were BLUE PEOPLE in the movie!","
            10/10
            "
"Avatar","braddugg","20 September 2014","Seldom, you find a movie that takes you into it and enthralls you right from the start to the last frame. And only after the movie is over, you realize that man, the joy ride is done now it's time to leave and wish that it would have been there for some more time. AVATAR is one such experience. What is it about?It's in a way story of person saving his race and fighting for it. He wants love, he wants trust. But never did I feel that it was told splendidly as it was done in AVATAR. When a guy who has lost his legs jumps in joy we feel man I would have done that too. When a person with his courage has won the trust of many and feels to lose it then he would do anything to get it back. Each nuance was stunning and oozing in beauty and splendor. A new world PANDORRA has been created and AVATAR makes you feel right there, you can touch those ferns, those plants, those wild animals (or monsters, I can't term them). The screenplay is perfect with each new scene revealing something new and by the end we can figure out what each thing was all about.A scene, in which the lead couple takes a ride and explores PANDORRA, is just one example of beauty that this movie has. The editing is awesome and the acting is apt. The background music, (I concentrated the least as the visuals were too very stunning) is just perfect. But hey, it's not a movie where all these things should be looked into. Just sit in a 3D thing put your goggles and see for the first few minutes after the time would just flew.Kudos, to James Cameron for visualizing AVATAR all in the brain and his crew who meticulously draw translated his vision to screen. It's surely worth the time it took in making and for me it's worth every penny and every second I spent watching it.It's not a must see but a must experience movie. 5/5","
            6/10
            "
"Avatar","caspare","19 December 2009","One of the best movies ever. There was the famous Mr. Gorbachev, who wrote in his book ""Perestroika"" the remarkable sentence: ""Capitalism is incapable of solving mankind's global problems"". We just witnessed Copenhagen, where the two most aggressive nations on this planet finally paved the way to global doom.Avatar shows us the extinction of the Native Americans by the first Europeans coming to America, it shows us the way the Aborigines ended after the English came to Australia, it shows us numerous ""smaller"" events, where the evil combination of a mighty military machine and insidious commercial interests. This combination (some call it fascism) will do everything to get its profit.I find it fascinating, that especially a nation like the USA, who can't kick militarism, is making such movies, watching such movies, enjoys such movies and ... continues exactly like they did before. Don't marines visit movies theaters? Don't managers visit such movies? We destroy everything. This process continues, it actually happens each and every day. Each day, ""Avatar"" happens on Earth. A little Pandora in every hour of our life. But since we don't watch it in 3-D in a movie theater, it doesn't bother us too much and our ""Na'vi's"" ain't always that perfect and pretty.So now we watch it in beautiful, magical pictures in a movie theater and the good ones win for once. At least until another profit-hungry corporation comes back and throws some ERW /neutron bombs on the Na'vi, because after that, they can continue making 20 Million bugs a kilo of something mineral - so we can buy more non-alcoholic beer and more blue jeans and more bankers can claim more bonuses.The movie is wonderful, but the victory of the Na'vi can only be considered a ""Little Bighorn"". Nothing more.For the few among us who know about Enlightenment, the movie pictures the Na'vi as beings living in a state of knowing who they are. This alone makes it worth watching the movie.","
            3/10
            "
"Avatar","adevillette-1","3 August 2019","Nothing works in this movie : thin plot, bad acting, wonderful hippie blue people fighting evil white invaders, etc. Watching this for 3 hours was pure torture and so sad to think this is one of the highest grossing movie ever.","
            8/10
            "
